taxon_name_original,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Quercus dentata,BestMatch,9.41215,Exact,0,Quercus dentata,Quercus dentata Thunb.,Quercus dentata,4R4RZ,Quercus dentata Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus dentata,
Quercus douglasii,BestMatch,9.41215,Exact,0,Quercus douglasii,Quercus douglasii Hook. & Arn.,Quercus douglasii,4R4TP,Quercus douglasii Hook. & Arn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus douglasii,
Quercus dumosa,BestMatch,9.41215,Exact,0,Quercus dumosa,Quercus dumosa Nutt.,Quercus dumosa,4R4TY,Quercus dumosa Nutt.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus dumosa,
Quercus ellipsoidalis,BestMatch,9.41215,Exact,0,Quercus ellipsoidalis,Quercus ellipsoidalis E.J.Hill,Quercus ellipsoidalis,4R4V3,Quercus ellipsoidalis E.J.Hill,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus ellipsoidalis,
Quercus frainetto,BestMatch,9.41180,Exact,0,Quercus frainetto,Quercus frainetto Ten.,Quercus frainetto,4R4YG,Quercus conferta Kit.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus conferta,
Quercus humboldtii,BestMatch,9.41215,Exact,0,Quercus humboldtii,Quercus humboldtii Bonpl.,Quercus humboldtii,6WRPC,Quercus humboldtii Bonpl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus humboldtii,
Quercus ilex,BestMatch,9.41215,Exact,0,Quercus ilex,Quercus ilex L.,Quercus ilex,793PC,Quercus ilex L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus ilex,
Quercus imbricaria,BestMatch,9.41215,Exact,0,Quercus imbricaria,Quercus imbricaria Michx.,Quercus imbricaria,4R57Q,Quercus imbricaria Michx.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus imbricaria,
Quercus ithaburensis,BestMatch,9.41215,Exact,0,Quercus ithaburensis,Quercus ithaburensis Decne.,Quercus ithaburensis,4R597,Quercus ithaburensis Decne.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus ithaburensis,
Quercus kelloggii,BestMatch,9.41215,Exact,0,Quercus kelloggii,Quercus kelloggii Newb.,Quercus kelloggii,78RPJ,Quercus kelloggii Newb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus kelloggii,
Quercus leeana,BestMatch,9.38898,Fuzzy,1,Quercus leeana,Quercus × leana Nutt.,Quercus × leana,4R5CQ,Quercus × leana Nutt.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus leana,
Quercus liathungensis,BestMatch,8.63917,PartialExact,0,Quercus liathungensis,Quercus L.,Quercus,8W2YL,Quercus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus,
Quercus macrocarpa,BestMatch,9.41215,Exact,0,Quercus macrocarpa,Quercus macrocarpa Michx.,Quercus macrocarpa,4R5FS,Quercus macrocarpa Michx.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus macrocarpa,
Quercus marilandica,BestMatch,9.41215,Exact,0,Quercus marilandica,Quercus marilandica (L.) Münchh.,Quercus marilandica,4R5GR,Quercus marilandica (L.) Münchh.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus marilandica,
Quercus mexicana,BestMatch,9.41215,Exact,0,Quercus mexicana,Quercus mexicana Bonpl.,Quercus mexicana,4R5J5,Quercus mexicana Bonpl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus mexicana,
Quercus muehlenbergii,BestMatch,9.41215,Exact,0,Quercus muehlenbergii,Quercus muehlenbergii Engelm.,Quercus muehlenbergii,4R5L5,Quercus muehlenbergii Engelm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus muehlenbergii,
Quercus palustris,BestMatch,9.41215,Exact,0,Quercus palustris,Quercus palustris Münchh.,Quercus palustris,4R5QY,Quercus palustris Münchh.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus palustris,
Quercus prinus,BestMatch,9.41180,Exact,0,Quercus prinus,Quercus prinus L.,Quercus prinus,793SC,Quercus michauxii Nutt.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus michauxii,
Quercus pyrenaica,BestMatch,9.41215,Exact,0,Quercus pyrenaica,Quercus pyrenaica Willd.,Quercus pyrenaica,4R5WH,Quercus pyrenaica Willd.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus pyrenaica,
Quercus robur,BestMatch,9.41215,Exact,0,Quercus robur,Quercus robur L.,Quercus robur,4R5YN,Quercus robur L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus robur,
Quercus rubra,BestMatch,9.41215,Exact,0,Quercus rubra,Quercus rubra L.,Quercus rubra,4R5Z8,Quercus rubra L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus rubra,
Quercus sp.,BestMatch,8.63917,Exact,0,Quercus sp.,Quercus L.,Quercus,8W2YL,Quercus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus,
Quercus stellata,BestMatch,9.41215,Exact,0,Quercus stellata,Quercus stellata Wangenh.,Quercus stellata,4R667,Quercus stellata Wangenh.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus stellata,
Quercus stenophylloides,BestMatch,9.41215,Exact,0,Quercus stenophylloides,Quercus stenophylloides Hayata,Quercus stenophylloides,4R66F,Quercus stenophylloides Hayata,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus stenophylloides,
Quercus variabilis,BestMatch,9.41215,Exact,0,Quercus variabilis,Quercus variabilis Blume,Quercus variabilis,4R6DR,Quercus variabilis Blume,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus variabilis,
Quercus velutina,BestMatch,9.41215,Exact,0,Quercus velutina,Quercus velutina Lam.,Quercus velutina,6X452,Quercus velutina Lam.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Quercoideae|Quercus|Quercus velutina,
Quercus wislizenii,BestMatch,9.41109,Exact,0,Quercus wislizenii,Quercus wislizenii,Quercus wislizenii,cf8cc8d7-20fb-5a39-9406-d2b788ff6cda,,true,2,Wikispecies,Quercus|Quercus wislizeni,
Quercus x libanerris,BestMatch,9.41145,Exact,0,Quercus x libanerris,Quercus x libanerris Boom,Quercus × libanerris,30708,Quercus x libanerris Boom,false,6,GRIN Plant Taxonomy,Fagales|Fagaceae|Quercus|Quercus libanerris,
Quesnelia liboniana,BestMatch,9.41215,Exact,0,Quesnelia liboniana,Quesnelia liboniana (De Jonghe) Mez,Quesnelia liboniana,4R6JQ,Quesnelia liboniana (De Jonghe) Mez,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae|Quesnelia|Quesnelia liboniana,
Quillaja saponaria,BestMatch,9.41215,Exact,0,Quillaja saponaria,Quillaja saponaria Molina,Quillaja saponaria,4R6SG,Quillaja saponaria Molina,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Quillajaceae|Quillaja|Quillaja saponaria,
Racinaea fraseri,BestMatch,9.41215,Exact,0,Racinaea fraseri,Racinaea fraseri (Baker) M.A.Spencer & L.B.Sm.,Racinaea fraseri,4R8HP,Racinaea fraseri (Baker) M.A.Spencer & L.B.Sm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae|Racinaea|Racinaea fraseri,
Racinaea sp.,BestMatch,8.63917,Exact,0,Racinaea sp.,Racinaea M.A.Spencer & L.B.Sm.,Racinaea,8WKC4,Racinaea M.A.Spencer & L.B.Sm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae|Racinaea,
Ramonda myconi,BestMatch,9.41215,Exact,0,Ramonda myconi,Ramonda myconi (L.) Rchb.,Ramonda myconi,6X3DQ,Ramonda myconi (L.) Rchb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Gesneriaceae|Didymocarpoideae|Trichosporeae|Ramondinae|Ramonda|Ramonda myconi,
Ramonda nathaliae,BestMatch,9.41215,Exact,0,Ramonda nathaliae,Ramonda nathaliae Pančić & Petrovič,Ramonda nathaliae,4RCBB,Ramonda nathaliae Pančić & Petrovič,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Gesneriaceae|Didymocarpoideae|Trichosporeae|Ramondinae|Ramonda|Ramonda nathaliae,
Ramonda serbica,BestMatch,9.41215,Exact,0,Ramonda serbica,Ramonda serbica Pančić,Ramonda serbica,4RCBH,Ramonda serbica Pančić,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Gesneriaceae|Didymocarpoideae|Trichosporeae|Ramondinae|Ramonda|Ramonda serbica,
Ranunculus aconitifolius,BestMatch,9.41215,Exact,0,Ranunculus aconitifolius,Ranunculus aconitifolius L.,Ranunculus aconitifolius,78SPD,Ranunculus aconitifolius L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus aconitifolius,
Ranunculus acris,BestMatch,9.41215,Exact,0,Ranunculus acris,Ranunculus acris L.,Ranunculus acris,4RFJN,Ranunculus acris L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus acris,
Ranunculus auricomus,BestMatch,9.41215,Exact,0,Ranunculus auricomus,Ranunculus auricomus L.,Ranunculus auricomus,4RFR9,Ranunculus auricomus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus auricomus,
Ranunculus constantinopolitanus,BestMatch,9.41215,Exact,0,Ranunculus constantinopolitanus,Ranunculus constantinopolitanus (DC.) d'Urv.,Ranunculus constantinopolitanus,4RG2X,Ranunculus constantinopolitanus (DC.) d'Urv.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus constantinopolitanus,
Ranunculus gramineus,BestMatch,9.41215,Exact,0,Ranunculus gramineus,Ranunculus gramineus L.,Ranunculus gramineus,4RGG7,Ranunculus gramineus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus gramineus,
Ranunculus granatensis,BestMatch,9.41215,Exact,0,Ranunculus granatensis,Ranunculus granatensis Boiss.,Ranunculus granatensis,4RGG9,Ranunculus granatensis Boiss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus granatensis,
Ranunculus illyricus,BestMatch,9.41215,Exact,0,Ranunculus illyricus,Ranunculus illyricus L.,Ranunculus illyricus,4RGLN,Ranunculus illyricus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus illyricus,
Ranunculus japonicus,BestMatch,9.41215,Exact,0,Ranunculus japonicus,Ranunculus japonicus Thunb.,Ranunculus japonicus,4RGNM,Ranunculus japonicus Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus japonicus,
Ranunculus lanuginosus,BestMatch,9.41215,Exact,0,Ranunculus lanuginosus,Ranunculus lanuginosus L.,Ranunculus lanuginosus,4RGRM,Ranunculus lanuginosus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus lanuginosus,
Ranunculus lingua,BestMatch,9.41215,Exact,0,Ranunculus lingua,Ranunculus lingua L.,Ranunculus lingua,4RGTM,Ranunculus lingua L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus lingua,
Ranunculus montanus,BestMatch,9.41215,Exact,0,Ranunculus montanus,Ranunculus montanus Willd.,Ranunculus montanus,4RH2B,Ranunculus montanus Willd.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus montanus,
Ranunculus platanifolius,BestMatch,9.41215,Exact,0,Ranunculus platanifolius,Ranunculus platanifolius L.,Ranunculus platanifolius,4RHDL,Ranunculus platanifolius L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus platanifolius,
Ranunculus repens,BestMatch,9.41215,Exact,0,Ranunculus repens,Ranunculus repens L.,Ranunculus repens,4RHKY,Ranunculus repens L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus repens,
Ranunculus sp.,BestMatch,8.63917,Exact,0,Ranunculus sp.,Ranunculus L.,Ranunculus,774N,Ranunculus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus,
Ranzania japonica,BestMatch,9.41215,Exact,0,Ranzania japonica,Ranzania japonica (T.Itô) T.Itô,Ranzania japonica,4RJ7P,Ranzania japonica (T.Itô) T.Itô,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Berberidaceae|Berberidoideae|Ranzanieae|Ranzania|Ranzania japonica,
Raphionacme arabica,BestMatch,9.41215,Exact,0,Raphionacme arabica,Raphionacme arabica A.G.Mill. & Biagi,Raphionacme arabica,4RKK2,Raphionacme arabica A.G.Mill. & Biagi,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Periplocoideae|Periploceae|Raphionacme|Raphionacme arabica,
Raphionacme procumbens,BestMatch,9.41215,Exact,0,Raphionacme procumbens,Raphionacme procumbens Schltr.,Raphionacme procumbens,4RKLH,Raphionacme procumbens Schltr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Periplocoideae|Periploceae|Raphionacme|Raphionacme procumbens,
Raphionacme sp.,BestMatch,8.63917,Exact,0,Raphionacme sp.,Raphionacme Harv.,Raphionacme,776J,Raphionacme Harv.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Periplocoideae|Periploceae|Raphionacme,
Raphionacme velutina,BestMatch,9.41215,Exact,0,Raphionacme velutina,Raphionacme velutina Schltr.,Raphionacme velutina,4RKLS,Raphionacme velutina Schltr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Periplocoideae|Periploceae|Raphionacme|Raphionacme velutina,
Raphionacme zeyheri,BestMatch,9.41215,Exact,0,Raphionacme zeyheri,Raphionacme zeyheri Harv.,Raphionacme zeyheri,4RKM2,Raphionacme zeyheri Harv.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Periplocoideae|Periploceae|Raphionacme|Raphionacme zeyheri,
Ratibida columnifera,BestMatch,9.41215,Exact,0,Ratibida columnifera,Ratibida columnifera (Nutt.) Wooton & Standl.,Ratibida columnifera,4RLZM,Ratibida columnifera (Nutt.) Wooton & Standl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Heliantheae|Rudbeckiinae|Ratibida|Ratibida columnifera,
Ratibida pinnata,BestMatch,9.41215,Exact,0,Ratibida pinnata,Ratibida pinnata (Vent.) Barnhart,Ratibida pinnata,4RLZS,Ratibida pinnata (Vent.) Barnhart,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Heliantheae|Rudbeckiinae|Ratibida|Ratibida pinnata,
Rauhia sp.,BestMatch,8.63917,Exact,0,Rauhia sp.,Rauhia Traub,Rauhia,8W2ZY,Rauhia Traub,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Rauhia,
Rauvolfia tabernaemontana,BestMatch,8.63917,PartialExact,0,Rauvolfia tabernaemontana,Rauvolfia L.,Rauvolfia,77B5,Rauvolfia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Vinceae|Rauvolfiinae|Rauvolfia,
Ravenala madagascariensis,BestMatch,9.41215,Exact,0,Ravenala madagascariensis,Ravenala madagascariensis Sonn.,Ravenala madagascariensis,4RMH6,Ravenala madagascariensis Sonn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Strelitziaceae|Ravenala|Ravenala madagascariensis,
Ravenea dransfieldii,BestMatch,9.41215,Exact,0,Ravenea dransfieldii,Ravenea dransfieldii Beentje,Ravenea dransfieldii,4RMHC,Ravenea dransfieldii Beentje,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Ravenea|Ravenea dransfieldii,
Ravenea hildebrandtii,BestMatch,9.41215,Exact,0,Ravenea hildebrandtii,Ravenea hildebrandtii H.Wendl. ex C.D.Bouché,Ravenea hildebrandtii,78SX4,Ravenea hildebrandtii H.Wendl. ex C.D.Bouché,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Ravenea|Ravenea hildebrandtii,
Ravenea rivularis,BestMatch,9.41215,Exact,0,Ravenea rivularis,Ravenea rivularis Jum. & H.Perrier,Ravenea rivularis,4RMHR,Ravenea rivularis Jum. & H.Perrier,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Ravenea|Ravenea rivularis,
Ravenea robustior,BestMatch,9.41215,Exact,0,Ravenea robustior,Ravenea robustior Jum. & H.Perrier,Ravenea robustior,4RMHS,Ravenea robustior Jum. & H.Perrier,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Ravenea|Ravenea robustior,
Ravenea sambiranensis,BestMatch,9.41215,Exact,0,Ravenea sambiranensis,Ravenea sambiranensis Jum. & H.Perrier,Ravenea sambiranensis,4RMHT,Ravenea sambiranensis Jum. & H.Perrier,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Ravenea|Ravenea sambiranensis,
Ravenea sp.,BestMatch,8.63917,Exact,0,Ravenea sp.,Ravenea H.Wendl. ex C.D.Bouché,Ravenea,8W324,Ravenea H.Wendl. ex C.D.Bouché,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Ravenea,
Ravenea xerophila,BestMatch,9.41215,Exact,0,Ravenea xerophila,Ravenea xerophila Jum.,Ravenea xerophila,78T8S,Ravenea xerophila Jum.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Ravenea|Ravenea xerophila,
Reaumuria sp.,BestMatch,8.63917,Exact,0,Reaumuria sp.,Reaumuria Hasselq. ex L.,Reaumuria,77D2,Reaumuria Hasselq. ex L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Tamaricaceae|Reaumurieae|Reaumuria,
Rebutia albida,BestMatch,9.41039,Exact,0,Rebutia albida,Rebutia albida,Rebutia albida,bare-name-49955047,,false,12,EOL,,
Rebutia arenacea,BestMatch,9.41180,Exact,0,Rebutia arenacea,Rebutia arenacea Cárdenas,Rebutia arenacea,4RNFH,Weingartia arenacea (Cárdenas) F.H.Brandt,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Cereeae|Rebutiinae|Weingartia|Weingartia arenacea,
Rebutia deminuta,BestMatch,9.41180,Exact,0,Rebutia deminuta,Rebutia deminuta (F.A.C.Weber) Britton & Rose,Rebutia deminuta,4RNGS,Aylostera deminuta (F.A.C.Weber) Backeb.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Cereeae|Aylosterinae|Aylostera|Aylostera deminuta,
Rebutia fiebrigii,BestMatch,9.41180,Exact,0,Rebutia fiebrigii,Rebutia fiebrigii (Gürke) Britton & Rose,Rebutia fiebrigii,4RNH9,Aylostera deminuta (F.A.C.Weber) Backeb.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Cereeae|Aylosterinae|Aylostera|Aylostera deminuta,
Rebutia pygmea,BestMatch,9.38861,Fuzzy,1,Rebutia pygmea,Rebutia pygmaea (R.E.Fr.) Britton & Rose,Rebutia pygmaea,4RNL5,Aylostera pygmaea (R.E.Fr.) Mosti & Papini,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Cereeae|Aylosterinae|Aylostera|Aylostera pygmaea,
Regnellidium diphyllum,BestMatch,9.41215,Exact,0,Regnellidium diphyllum,Regnellidium diphyllum Lindm.,Regnellidium diphyllum,4RPVR,Regnellidium diphyllum Lindm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Salviniales|Marsileaceae|Regnellidium|Regnellidium diphyllum,
Reichardia tingitana,BestMatch,9.41215,Exact,0,Reichardia tingitana,Reichardia tingitana (L.) Roth,Reichardia tingitana,4RQ26,Reichardia tingitana (L.) Roth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cichorioideae|Cichorieae|Hyoseridinae|Reichardia|Reichardia tingitana,
Reineckea carnea,BestMatch,9.41215,Exact,0,Reineckea carnea,Reineckea carnea (Andrews) Kunth,Reineckea carnea,4RQNP,Reineckea carnea (Andrews) Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Reineckea|Reineckea carnea,
Reinhardtia gracilis,BestMatch,9.41215,Exact,0,Reinhardtia gracilis,Reinhardtia gracilis (H.Wendl.) Burret,Reinhardtia gracilis,4RQRD,Reinhardtia gracilis (H.Wendl.) Burret,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Reinhardtia|Reinhardtia gracilis,
Reinhardtia simplex,BestMatch,9.41215,Exact,0,Reinhardtia simplex,Reinhardtia simplex (H.Wendl.) Burret,Reinhardtia simplex,4RQRJ,Reinhardtia simplex (H.Wendl.) Burret,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Reinhardtia|Reinhardtia simplex,
Remusatia hookeriana,BestMatch,9.41215,Exact,0,Remusatia hookeriana,Remusatia hookeriana Schott,Remusatia hookeriana,6X4MH,Remusatia hookeriana Schott,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Remusatia|Remusatia hookeriana,
Remusatia pumila,BestMatch,9.41215,Exact,0,Remusatia pumila,Remusatia pumila (D.Don) H.Li & A.Hay,Remusatia pumila,4RRLC,Remusatia pumila (D.Don) H.Li & A.Hay,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Remusatia|Remusatia pumila,
